clique,version,title,performer,id
174,7,No Surprises,Amanda Palmer,P_157216
174,8,No Surprises,Regina Spektor,P_139969
174,9,No Surprises,K's Choice,P_181263
174,10,No Surprises,The Section [Vitamin String Quartet],P_364784
174,11,No Surprises,Yaron Herman Trio,P_143757
174,12,No Surprises,Piano Tribute Players,P_690397
175,0,You Got to Move,Corey Harris,P_55655
176,0,"After You, Who?",John Barrowman,P_483252
177,0,Baba O'Riley,"Nektar, Jerry Goodman",P_246848
178,0,Unbreak My Heart,Brian Withycombe,P_492482
179,0,Oh Well,Billy Gibbons & Co.,P_223928
180,0,Shotgun,Jr. Walker & The All Stars,P_5102
180,1,Shotgun,Sam The Sham and The Pharaohs,P_207296
180,2,Shotgun,The Mindbenders,P_160508
180,3,Shotgun,The Rattles,P_698554
180,4,Shot Gun,Rocky Roberts e gli Airedales,P_187752
180,5,Shotgun,The Golden Cups,P_700725
180,6,Shotgun,The Matadors [CZ],P_469260
180,7,Shotgun,Vanilla Fudge,P_53787
180,8,Shotgun,Levi Smith's Clefs,P_362789
180,9,Shotgun,California Raisins,P_23738
180,10,Shotgun,Sandy Nelson,P_134245
180,11,Shotgun,The Kingsmen,P_85459
180,12,Shotgun,Mongo Santamaria,P_427965
181,0,Iron Man,Black Sabbath,P_5162
181,1,Iron (Wo)man,Mobile Whorehouse,P_763590
181,2,Iron Man,The Cardigans,P_5163
181,3,Iron Man,The Lounge Brigade,P_298702
181,4,Iron Man,The Casualties of Jazz,P_267039
181,5,Iron Man,Lotterboys,P_150129
181,6,Iron Man,Soreng Santi,P_146166
181,7,Iron Man,Ministry,P_492796
181,8,Iron Man,William Shatner feat. Zakk Wylde & Mike Inez,P_215542
181,9,Iron Man,Cancer Bats,P_259204
181,10,Iron Man,Vitamin String Quartet,P_715280
181,11,Iron Man,Opium Jukebox,P_486700
181,12,Iron Man,The Bad Plus,P_45360
182,0,Cum On Feel the Noize,The Droogs [1],P_382721
183,0,One Day I'll Fly Away,After Forever,P_22159
184,0,Where is My Bess?,Frank Sinatra with Orchestra under the Direction of Axel Stordahl,P_648441
185,0,Save the Best for Last,Vanessa Williams,P_30309
186,0,A Message to Martha (Kentucky Bluebird),Adam Faith,P_60875
187,0,You're Just in Love,The Jonah Jones Quartet,P_711108
188,0,My Little Grass Shack in Kealakekua Hawaii,Ted Fio Rito and His Orchestra,P_681974
188,1,"My Little Grass Shack in Kealakekua, Hawaii",Paul Whiteman and His Orchestra,P_681981
188,2,"My Little Grass Shack in Kealakekua, Hawaii",Ben Pollack & His Orch.,P_681978
188,3,"My Little Grass Shack in Kealakekua, Hawaii",Felix Mendelssohn and His Hawaiian Serenaders featuring Harry Brooker on the Electric Hawaiian Guitar,P_681975
188,4,"My Little Old Shack (In Minneapolis, Minnesota)",Yogi Yorgesson with Johnny Duffy and The Scandahoovians,P_681987
188,5,The Little Grass Shack,Ed Kenney - Luther Henderson and His Orchestra,P_682553
188,6,"My Little Grass Shack in Kealakekua, Hawaii",The Hi-Lo's,P_488194
188,7,"My Little Grass Shack in Kealakekua, Hawaii",Teresa Brewer,P_682295
188,8,"My Little Grass Shack in Kealakekua, Hawaii",Hank Snow,P_682536
188,9,"My Little Grass Shack in Kealakekua, Hawaii",Ray Conniff with The Ray Conniff Singers,P_681985
188,10,"My Little Grass Shack (In Kealakekua, Hawaii)",Leo Addeo and His Orchestra,P_424861
188,11,My Little Grass Shack,Billy Vaughn and His Orchestra,P_564818
188,12,My Little Grass Shack in Kealakekua,Firehouse Five Plus Two,P_329539
189,0,A Shine on Your Shoes,Victor Young and His Orchestra,P_344728
190,0,Castle on the Hill,Ryan Dolan,P_542702
191,0,Tallahassee Lassie,Ultima Thule,P_383730
192,0,Falling,Julee Cruise,P_5724
192,1,Falling,The Mob [2],P_563708
192,2,Falling,The Wedding Present,P_29201
192,3,Twin Peaks Theme (Vocal Airplay Mix),Vyper,P_563706
192,4,Fallin',Knauskoret,P_563802
192,5,Twin Peaks Theme (Fallin),Minimalistix,P_5725
192,6,Twin Peaks (Falling),Thomas Truax,P_563806
192,7,Falling,Bastille,P_478442
192,8,Falling (Twin Peaks Theme),Field Mouse,P_563714
192,9,Falling,The Astronaut Arcade feat. Lucy Black,P_563833
192,10,Twin Peaks Theme,Angelo Badalamenti,P_174835
192,11,Twin Peaks,Ed Starink,P_492557
192,12,Twin Peaks Theme,DJ Dado,P_563712
193,0,Thunderstruck,AC/DC,P_56072
193,1,Thunderstruck,Birmingham 6,P_381336
193,2,Thunderstruck,Sprung Monkey,P_367612
193,3,Thunderstruck,Mambo Kurt,P_95403
193,4,Thunderstruck,ThundHerStruck,P_321226
193,5,Thunderstruck,Ministry,P_492792
193,6,Thunderstruck,The Tribute All Stars,P_704961
193,7,Thunderstruck,Spiral 3,P_197337
193,8,Thunderstruck,Nanne,P_566008
193,9,Thunderstruck,Steve 'n' Seagulls,P_471705
193,10,Thunderstruck,Panzerballett,P_701392
193,11,Thunderstruck,Igor Presnyakov,P_716359
193,12,Thunderstruck,2Cellos,P_310840
194,0,Deep in the Heart of Texas,Gene Autry,P_716123
195,0,Suddenly It's Spring,Al Cohn,P_342499
196,0,Soon as I Touched Her,Dorsey Burnette,P_273087
197,0,Scream & Shout,will.i.am featuring Britney Spears,P_280586
198,0,Party Dolls and Wine,Dean Martin,P_368451
199,0,"Loud, Loud, Loud",The Famous B. Brothers,P_346235
200,0,Country Boy,Fred Neil,P_26844
201,0,Pharaoh,Richard Thompson,P_26963
202,0,Go Wild in the Country,Bow Wow Wow,P_29205
203,0,Voices,Piano Tribute Players,P_715054
204,0,Flow,Piano Tribute Players,P_715068
205,0,1983,Neon Trees,P_715347
206,0,Gone Tonight,Piano Tribute Players,P_714480
207,0,Give a Little More,Robert John,P_663119
208,0,Right Now,Alex G,P_661764
209,0,Try to Learn to Love,Ambrose and His Orchestra,P_472165
210,0,Tear Down the Walls,Judy Collins,P_475273
211,0,Natural Born Lover,Fats Domino,P_130284
212,0,It'll Never Be Over for Me,Los Lobos,P_33847
213,0,Together Alone,Connie Smith and Nat Stuckey,P_642713
214,0,Fall in Love with Me,Iggy Pop,P_37191
215,0,Kerrasta poikki,Piritta,P_727655
216,0,Roller Coaster Blues,Anita Ellis,P_728606
217,0,"Ei oo, ei tuu",Lea Laven,P_728211
218,0,A Dandy Line,Marty Paich Trio,P_735754
219,0,Magic,Colbie Caillat,P_688178
220,0,He Reigns,Newsboys,P_687681
221,0,Nothing Lasts Forever,Piano Tribute Players,P_688980
222,0,"Tired, Broke, and Busted",Floyd Dixon,P_351157
223,0,Lose My Breath,Kidz Bop Kids [US],P_791911
224,0,Did We Have to Come This Far (To Say Goodbye),Wayne Kemp,P_363337
225,0,Fort Worth Jail,Skeets McDonald,P_365220
226,0,God's Away on Business,Tom Waits,P_368260
227,0,Just Say Yes,Diana Vickers,P_360271
228,0,Tennessee Rock 'n' Roll,George Bedard and The Kingpins,P_762153
229,0,Little Karin,Jim Rotondi Sextet,P_737693
230,0,Shoulder to Shoulder,Camilo Sesto with Judy Collins,P_749023
231,0,The Last Time,Mark Free,P_749913
232,0,Luminescence,Joan Chamorro & Joan Codina,P_743012
233,0,You Think of Him,Esther Phillips,P_745306
234,0,Give Me Back My Love,Demis Roussos,P_272536
235,0,Barndommens land,Dodo,P_273776
236,0,Do You Realize,Blue Fringe,P_269817
237,0,Settle Down,City and Colour,P_271646
238,0,"ぼくらが旅に出る理由 [Letters, Lights, Travels on the Street]",Yuko Ando,P_555544
239,0,Rollin' Stone,The Cadets,P_281800
240,0,Dark Ages,Yngwie J. Malmsteen,P_256325
241,0,Beholding the Daughters of the Firmament,Athame,P_256469
242,0,Stack A Records,Texabilly Rockets,P_279485
243,0,Little Rachel,Eric Clapton,P_357560
244,0,Half and Half (Song for Sarah),Mac Davis,P_359361
245,0,Im Wagen vor mir,Die Roten Rosen,P_225281
246,0,Hate My Life,Theory of a Deadman,P_703643
247,0,Just in Love,Joe Jonas,P_703750
248,0,Trashin' the Camp,Phil and 'N Sync,P_703983
249,0,Old Habits Die Hard,Showaddywaddy,P_118285
250,0,Yo dudo que con el,Daniel René,P_770976
251,0,Closet Man,Jaye P. Morgan,P_647487
252,0,Comme tout le monde,"Sacha Distel, Salvatore Adamo & Enrico Macias",P_647534
253,0,Goodbye Old Buddies,Parker McGee,P_646849
254,0,Lazy Days,The Flying Burrito Brothers,P_47583
255,0,Dear Eloise,King Penguin,P_374156
256,0,Oh Yeah,Roxy Music,P_48981
257,0,Indiana Wants Me,The Alan Caddy Orchestra and Singers,P_419461
258,0,(Waiting for) A Love That's Real,Stryper,P_671507
259,0,You Feel Good All Over,Ray Charles,P_671537
260,0,Columbus,Svante Thuresson,P_670833
261,0,When I Loved Her,The Boots,P_481458
262,0,We've Got a Groovey Thing Goin',The Racket Squad,P_603252
263,0,I Can't Believe You Love Me,The Supremes & The Four Tops,P_60612
264,0,Bald Headed Men,Christine Lavin,P_505984
265,0,Smooth Escape,Alexander Rybak,P_519914
266,0,Set Your Heart at Rest,Marco Lo Muscio,P_751036
267,0,Sweet Dream,Souldrivers,P_752109
268,0,At the End of the Day (Grace),"Quincy Jones featuring Toots Thielemans, Barry White and Mervyn Warren",P_449436
269,0,Dixie Lullaby,Clint Black with Bruce Hornsby,P_452794
270,0,Time Will Be Your Doctor,Tucky Buzzard,P_450924
271,0,Blue Canary,Vince Fiorino's Orchestra,P_451918
272,0,So Help Me God,The Showdown,P_674669
273,0,Den röda klänningen,Dan Hylander,P_793188
274,0,Only Prettier,Miranda Lambert,P_702230
275,0,The Third Man,Loretta Lynn,P_702860
276,0,When a Heart Breaks,Ben Rector,P_702943
277,0,Shake Hands with Santa Claus,Colin James & The Little Big Band,P_566805
278,0,Polka on a Banjo,"Lester Flatt, Earl Scruggs and The Foggy Mountain Boys",P_571794
279,0,Summertime,Abbie Mitchell,P_397072
279,1,Summertime,Helen Jepson,P_132979
279,2,Summertime,Billie Holiday and Her Orchestra,P_118763
279,3,Overture and Summertime,Anne Brown,P_210150
279,4,Summertime,Saunders King Rhythm,P_86431
279,5,Summertime,The Ravens,P_134144
279,6,Summertime,Maxine Sullivan and the Ellis Larkin Trio,P_662329
279,7,Summertime,Jane Powell,P_290542
279,8,Summertime,Sarah Vaughan,P_134730
279,9,Summertime,Little Esther,P_301816
279,10,Summertime,Joe Sullivan,P_197002
279,11,Summertime,Charlie Spivak and His Orchestra,P_134476
279,12,Summertime,Artie Shaw and His Orchestra,P_308718
280,0,Over the Rainbow,Judy Garland,P_5316
280,1,Over the Rainbow,Bob Crosby and His Orchestra - Vocal Chorus by Teddy Grace,P_192835
280,2,Over the Rainbow,Judy Garland with Victor Young and His Orchestra,P_192836
280,3,Over the Rainbow,Glenn Miller and His Orchestra,P_192842
280,4,Over the Rainbow,Larry Clinton & His Orchestra,P_50177
280,5,Over the Rainbow,Ginny Simms and Her Orchestra,P_447427
280,6,Over the Rainbow,"Nick Lucas, The Singing Guitarist",P_649593
280,7,Over the Rainbow,Jo Stafford with Paul Weston and His Orchestra,P_84382
280,8,Over the Rainbow,Frank Sinatra,P_38474
280,9,Over the Rainbow,Rosemary Clooney and Harry James,P_74288
280,10,Over the Rainbow,Morton Gould and His Orchestra,P_765115
280,11,Over the Rainbow,Errol Garner,P_441505
280,12,Over the Rainbow,Les Brown and His Band of Renown,P_192834
281,0,Jingle Bells,Edison Male Quartette,P_9358
281,1,Jingle Bells,Frank Sinatra with The Ken Lane Singers,P_299084
281,2,Jingle Bells,Perry Como,P_131379
281,3,Jingle Bells,Patti Page,P_184474
281,4,Jingle Bells,Swing and Sway with Sammy Kaye,P_777280
281,5,Jingle Bells,Arthur Godfrey,P_773087
281,6,Jingle Bells,Four Aces featuring Al Alberts,P_178035
281,7,Jingle Bells,The Ames Brothers,P_770058
281,8,Rudolph the Red-Nosed Reindeer Cha Cha,Hugo Winterhalter and His Orchestra,P_777002
281,9,Jingle Bells Cha Cha Cha,Pearl Bailey,P_776652
281,10,Jingle Bells,Ferrante and Teicher,P_407122
281,11,Jingle Bells,Bernard Peiffer Trio,P_765410
281,12,Jingle Bells,Jackie Gleason,P_777601
282,0,Body and Soul,Ambrose and His Orchestra,P_201957
282,1,Body and Soul,Gracie Fields,P_225959
282,2,Body and Soul,Elsie Carlisle,P_536744
282,3,Body and Soul,Ruth Etting,P_120334
282,4,Body and Soul,Helen Morgan,P_181969
282,5,Body and Soul,Leo Reisman and His Orchestra,P_181972
282,6,Body and Soul,Ozzie Nelson and His Orchestra,P_136132
282,7,Body and Soul,Libby Holman,P_135793
282,8,Body and Soul,Annette Hanshaw with Novelty Accompaniment,P_135738
282,9,Body and Soul,Spike Hughes and His Decca Dents,P_243969
282,10,Body and Soul,Benny Goodman Trio,P_135695
282,11,Body and Soul,Quintette du Hot Club de France [1930s],P_136233
282,12,Body and Soul,Coleman Hawkins and His Orchestra,P_135759
283,0,Les feuilles mortes,Yves Montand,P_11552
283,1,Les feuilles mortes,Yves Montand,P_336104
283,2,Les feuilles mortes,Tino Rossi,P_759667
283,3,Les feuilles mortes,Liane with The Boheme Bar Trio,P_523045
283,4,Autumn Leaves,Frankie Laine with Michel Legrand and His Orchestra,P_502436
283,5,Les feuilles mortes,Petula Clark,P_260538
283,6,Autumn Leaves,Jane Morgan,P_681193
283,7,Les feuilles mortes,Yvette Giraud,P_532176
283,8,Les feuilles mortes,Cora Vaucaire,P_11554
283,9,Les feuilles mortes,Nat King Cole,P_585111
283,10,Lullaby of the Leaves,"Dizzy Gillespie, Johnny Richards",P_337349
283,11,Autumn Leaves,Harry James and His Orchestra,P_226969
283,12,Autumn Leaves,The Buddy DeFranco Quartet,P_360240
284,0,My Funny Valentine,Hal McIntyre and His Orchestra,P_191122
284,1,My Funny Valentine,Gordon Jenkins and His Orchestra,P_191123
284,2,Funny Valentine,Vic Damone,P_668996
284,3,My Funny Valentine,Frank Sinatra,P_20300
284,4,My Funny Valentine,Chet Baker,P_10408
284,5,My Funny Valentine,Lee Wiley,P_601702
284,6,My Funny Valentine,Sarah Vaughan,P_241858
284,7,My Funny Valentine,Mary Kaye Trio,P_638420
284,8,My Funny Valentine,Sammy Davis Jr.,P_145432
284,9,My Funny Valentine,The Al Belletto Sextet,P_342414
284,10,My Funny Valentine,Jackie Gleason,P_135675
284,11,My Funny Valentine,Alex Kallao Trio,P_226997
284,12,My Funny Valentine,Paul Weston and His Orchestra,P_141284
285,0,Yesterday,The Beatles,P_1409
285,1,Yesterday,Marianne Faithfull,P_124470
285,2,Yesterday,Matt Monro,P_24984
285,3,Yesterday,Jan & Dean,P_11871
285,4,Yesterday,Mary Wells,P_38791
285,5,Yesterday,Cilla Black,P_60871
285,6,Yesterday,The Toys [US],P_404578
285,7,Yesterday,Sarah Vaughan,P_13805
285,8,Yesterday,Jack Jones,P_35214
285,9,Yesterday,The Supremes,P_27602
285,10,Je croyais,Raymond Lefèvre et son grand orchestre,P_256121
285,11,Yesterday,Caravelli,P_222880
285,12,Yesterday,Gabor Szabo with Gary McFarland & Co.,P_38564
286,0,All the Things You Are,Tommy Dorsey and His Orchestra - Vocal refrain by Jack Leonard,P_165362
286,1,All the Things You Are,Frankie Masters and His Orchestra - Vocal Chorus by Harlan Rogers,P_278726
286,2,All the Things You Are,Mildred Bailey,P_279616
286,3,All the Things You Are,Billy Eckstine and His Orchestra,P_547375
286,4,All the Things You Are,Frank Sinatra,P_38475
286,5,All the Things You Are,Jo Stafford with Paul Weston and His Orchestra,P_283019
286,6,All the Things You Are,Sarah Vaughan,P_279313
286,7,All the Things You Are,Marion Marlowe,P_579933
286,8,All the Things You Are,Dion and The Belmonts,P_84250
286,9,All the Things You Are,Margaret Whiting,P_282819
286,10,All the Things You Are,Dizzy Gillespie Sextet,P_278601
286,11,All the Things You Are,Erroll Garner,P_234299
286,12,All the Things You Are,Carmen Cavallaro,P_452262
287,0,St. Louis Blues,Marion Harris,P_40914
287,1,The St. Louis Blues,Esther Bigeou,P_452841
287,2,The St. Louis Blues,Bessie Smith,P_139768
287,3,St. Louis Blues,Sol Hoopii and His Novelty Trio,P_209790
287,4,St. Louis Blues,Gene Austin,P_140410
287,5,St. Louis Blues,Emmett Miller,P_139161
287,6,St. Louis Blues,Rudy Vallée and His Connecticut Yankees,P_140475
287,7,St. Louis Blues,Louis Armstrong and His Orchestra,P_138116
287,8,St. Louis Blues,Bing Crosby and Duke Ellington,P_138459
287,9,The Newest St. Louis Blues,Frankie Trumbauer & His Orchestra,P_140165
287,10,St. Louis Blues,Prince's Band,P_3599
287,11,St. Louis Blues,Ted Lewis & His Jazz Band,P_139092
287,12,New St. Louis Blues,Abe Lyman & His Californians,P_140376
288,0,Moon River,"Henry Mancini, His Orchestra and Chorus",P_148
288,1,Moon River,Jerry Butler,P_39227
288,2,Moon River,Jane Morgan,P_424963
288,3,Moon River,Vic Dana,P_441456
288,4,Moon River,Jean Thomas,P_340683
288,5,Moon River,The Lennon Sisters,P_313602
288,6,Moon River,Perry Como,P_81053
288,7,Moon River,Bobby Rydell and The Bernie Lowe Orchestra,P_577734
288,8,Moon River,George Chakiris,P_415195
288,9,Moon River,Ann-Margret,P_105231
288,10,Moon River,Ferrante & Teicher,P_584719
288,11,Moon River,Vince Guaraldi Trio,P_44583
288,12,Moon River,Xavier Cugat and His Orchestra,P_447869
289,0,Love for Sale,Waring's Pennsylvanians with the Three Waring Girls,P_17229
289,1,Love for Sale,Libby Holman & Orchestra,P_159108
289,2,Love for Sale,Jane Russell,P_160098
289,3,Love for Sale,Anita O'Day and Her Orchestra,P_515476
289,4,Love for Sale,Billie Holiday,P_159107
289,5,Love for Sale,Dinah Washington,P_160090
289,6,Love for Sale,Frances Faye,P_158511
289,7,Love for Sale,Ethel Ennis,P_158494
289,8,Love for Sale,Toni Harper,P_387380
289,9,Love for Sale,Ruth Olay,P_159437
289,10,Love for Sale,Ben Selvin and His Orchestra,P_157900
289,11,Love for Sale,Artie Shaw and His Orchestra,P_286640
289,12,Love for Sale,Sidney Bechet Quartet,P_157890
290,0,Night and Day,Fred Astaire,P_5655
290,1,Night and Day,Leo Reisman and His Orchestra - Vocal refrain by Fred Astaire,P_231038
290,2,Night and Day,Maxine Sullivan and Her Orchestra,P_249483
290,3,Night and Day,Billie Holiday,P_235613
290,4,Night and Day,Aksel Schiøtz med Aage Juul-Thomsens orkester,P_771130
290,5,Night and Day,Frank Sinatra,P_27030
290,6,Night and Day,Anne Shelton with Stanley Black & His Orchestra,P_669328
290,7,Night and Day,Les Baxter Trio,P_678846
290,8,Night and Day,Frances Faye,P_158503
290,9,Night and Day,Jo Stafford with Paul Weston and His Orchestra and The Starlighters,P_283020
290,10,Night and Day,Artie Shaw and His New Music,P_223350
290,11,Night and Day,The Quintet of The Hot Club of France,P_424714
290,12,Night and Day,Benny Goodman and His Orchestra,P_262746
291,0,Georgia (On My Mind),Hoagy Carmichael and His Orchestra,P_2968
291,1,Georgia on My Mind,Frankie Trumbauer & His Orchestra,P_73820
291,2,Georgia on My Mind,Louis Armstrong & His Orchestra,P_602051
291,3,Georgia on My Mind,Mildred Bailey with Matty Malneck,P_128674
291,4,Georgia on My Mind,Nat Gonella and His Trumpet,P_244160
291,5,Georgia on My Mind,Django Reinhardt et le Quintette du Hot Club de France [1930s],P_98973
291,6,Georgia on My Mind,Mildred Bailey with The Delta Rhythm Boys,P_390610
291,7,Georgia on My Mind,Billie Holiday,P_95701
291,8,Georgia on My Mind,Gene Krupa and His Orchestra,P_411838
291,9,Georgia on My Mind,Jo Stafford with Paul Weston and His Orchestra,P_84384
291,10,Georgia Nel Mio Pensiero,Gorni Kramer,P_221763
291,11,Georgia on My Mind,Artie Shaw and His Orchestra,P_88779
291,12,Georgia on My Mind,"""Fats"" Waller",P_119568
292,0,Someone to Watch over Me,Gertrude Lawrence,P_4687
292,1,Someone to Watch over Me,Gertrude Lawrence,P_400136
292,2,Someone to Watch over Me,Lee Wiley,P_88877
292,3,Someone to Watch over Me,Frank Sinatra,P_290848
292,4,Someone to Watch over Me,Ella Fitzgerald with Ellis Larkins at the Piano,P_10401
292,5,Someone to Watch over Me,Jimmy Scott,P_545167
292,6,Someone to Watch over Me,Chris Connor,P_392408
292,7,Someone to Watch over Me,The Platters,P_134662
292,8,Someone to Watch over Me,Jeri Southern,P_115180
292,9,Someone to Watch over Me,Sarah Vaughan,P_472427
292,10,Someone to Watch over Me,George Olsen and His Music,P_323904
292,11,Someone to Watch over Me,Artie Shaw and His Orchestra,P_419810
292,12,Someone to Watch over Me,Art Tatum,P_590403
293,0,Willow Weep for Me,Ted Fiorito & His Orchestra,P_9006
293,1,Willow Weep for Me,Paul Whiteman & His Orchestra,P_68459
293,2,Willow Weep for Me,Stan Kenton and His Orchestra,P_200096
293,3,Willow Weep for Me,Mabel Scott,P_673334
293,4,Willow Weep for Me,Billie Holiday and Her Orchestra,P_197559
293,5,Willow Weep for Me,Dinah Washington,P_168058
293,6,Willow Weep for Me,Louis Armstrong,P_40207
293,7,Willow Weep for Me,Jackie Gleason with the Voices of Artie Malvin,P_318050
293,8,Willow Weep for Me,Sarah Vaughan and Her Trio,P_330012
293,9,Willow Weep for Me,Andy Williams,P_99596
293,10,Willow Weep for Me,Thelonious Monk Quintet,P_278924
293,11,Willow Weep for Me,Bill Jennings Quintet,P_339434
293,12,Willow Weep for Me,"Kenny Clarke, Cannonball Adderley, Horace Silver, Paul Chambers",P_204841
294,0,Come Rain or Come Shine,Tommy Dorsey and His Orchestra,P_151604
294,1,Come Rain or Come Shine,Margaret Whiting (Paul Weston Orchestra),P_154782
294,2,Come Rain or Come Shine,Dick Haymes and Helen Forrest,P_165359
294,3,Come Rain or Come Shine,Sarah Vaughan with George Treadwell and His All Stars,P_288063
294,4,Come Rain or Come Shine,Georgia Gibbs with Hugo Peretti & His Orchestra,P_297145
